smiles,mol_id,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,TOX2967,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0
C[C@@H]1[C@H]([C@H]([C@H](n2c(=O)[nH]c(=O)c(c2)F)O1)O)O,TOX2967,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0
O[C@H]1[C@H]([C@H](n2c(=O)[nH]c(c(F)c2)=O)O[C@@H]1C)O,TOX2967,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0
O[C@H]1[C@H](n2c([nH]c(=O)c(F)c2)=O)O[C@H](C)[C@H]1O,TOX2967,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,TOX2614,0.0,0.0,1.0,,,0.0,0.0,1.0,0.0,,,0.0
c12c(ccc(c2O)O)C[C@H]2N(CCc3cccc-1c32)C,TOX2614,0.0,0.0,1.0,,,0.0,0.0,1.0,0.0,,,0.0
C1[C@H]2N(C)CCc3cccc(c32)-c2c1ccc(c2O)O,TOX2614,0.0,0.0,1.0,,,0.0,0.0,1.0,0.0,,,0.0
CN1CCc2c3c(ccc2)-c2c(ccc(O)c2O)C[C@H]31,TOX2614,0.0,0.0,1.0,,,0.0,0.0,1.0,0.0,,,0.0
COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,TOX2611,,,,,,,,0.0,,0.0,,
c1(ccc(C2C(c3ccccc3C2=O)=O)cc1)OC,TOX2611,,,,,,,,0.0,,0.0,,
c12C(=O)C(c3ccc(OC)cc3)C(=O)c2cccc1,TOX2611,,,,,,,,0.0,,0.0,,
c1ccc2C(=O)C(c3ccc(cc3)OC)C(c2c1)=O,TOX2611,,,,,,,,0.0,,0.0,,
CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C,TOX2612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
C[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(C(CCC)CCC)=O)C2,TOX2612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
C(CC)C(CCC)C(O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C)=O,TOX2612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
C1[C@H](OC(=O)C(CCC)CCC)C[C@H]2[N+](C)(C)[C@@H]1CC2,TOX2612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CCCCCC(C)O,TOX27158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OC(C)CCCCC,TOX27158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OC(CCCCC)C,TOX27158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(C)(CCCCC)O,TOX27158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN1CCc2nc(N)oc2CC1,TOX25756,,,,,,,,0.0,,0.0,,
Nc1oc2c(n1)CCN(CC2)CC,TOX25756,,,,,,,,0.0,,0.0,,
C(N1CCc2oc(N)nc2CC1)C,TOX25756,,,,,,,,0.0,,0.0,,
CCN1CCc2nc(oc2CC1)N,TOX25756,,,,,,,,0.0,,0.0,,
CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,TOX25757,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0
C1Cc2ccccc2[C@H]2c3c1cccc3[C@H]1N(C2)CC[C@@](C1)(O)C(C)(C)C,TOX25757,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0
c1c2c(CCc3cccc4c3[C@H]2CN2CC[C@@](O)(C(C)(C)C)C[C@@H]42)ccc1,TOX25757,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0
[C@@]1(CCN2C[C@@H]3c4c(CCc5c3cccc5)cccc4[C@@H]2C1)(C(C)(C)C)O,TOX25757,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0
O=C1C(N(CO)C(=O)NCO)N(CO)C(=O)N1CO,TOX9559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(O)N1C(=O)C(N(CO)C(=O)NCO)N(CO)C1=O,TOX9559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1(N(CO)C(=O)C(N1CO)N(CO)C(NCO)=O)=O,TOX9559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(NC(N(CO)C1N(C(=O)N(C1=O)CO)CO)=O)O,TOX9559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1,TOX25753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1(CC(N)=O)ccc(OC[C@@H](CNC(C)C)O)cc1,TOX25753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1(ccc(CC(=O)N)cc1)OC[C@@H](CNC(C)C)O,TOX25753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1c(ccc(c1)OC[C@H](O)CNC(C)C)CC(=O)N,TOX25753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,TOX25750,0.0,,0.0,,,0.0,,1.0,0.0,0.0,0.0,0.0
c1(ccc(C(c2ccc(F)cc2)CCCN2CCN(C(=O)NCC)CC2)cc1)F,TOX25750,0.0,,0.0,,,0.0,,1.0,0.0,0.0,0.0,0.0
c1cc(F)ccc1C(c1ccc(F)cc1)CCCN1CCN(C(=O)NCC)CC1,TOX25750,0.0,,0.0,,,0.0,,1.0,0.0,0.0,0.0,0.0
C(CCC(c1ccc(F)cc1)c1ccc(F)cc1)N1CCN(CC1)C(NCC)=O,TOX25750,0.0,,0.0,,,0.0,,1.0,0.0,0.0,0.0,0.0
Nc1ccc([N+](=O)[O-])cc1N,TOX958,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,1.0,0.0
[N+]([O-])(c1ccc(N)c(N)c1)=O,TOX958,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,1.0,0.0
c1cc(c(N)cc1[N+](=O)[O-])N,TOX958,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,1.0,0.0
c1(cc(N)c(N)cc1)[N+](=O)[O-],TOX958,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,1.0,0.0
O=C(C=Cc1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,TOX4786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1[C@@H](OC(C=Cc2ccc(O)c(O)c2)=O)[C@@H]([C@@H](C[C@@]1(O)C(=O)O)O)O,TOX4786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(O)[C@]1(O)C[C@@H](O)[C@H]([C@@H](C1)OC(C=Cc1cc(O)c(O)cc1)=O)O,TOX4786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(O)[C@]1(O)C[C@H]([C@@H](O)[C@H](OC(C=Cc2ccc(c(c2)O)O)=O)C1)O,TOX4786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C/C=C/C=C/C=O,TOX5391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C(\C=O)=C/C=C/C,TOX5391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C(=C/C=O)\C=C\C,TOX5391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C(\C)=C/C=C/C=O,TOX5391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C[Si](C)(C)N[Si](C)(C)C,TOX5395,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C[Si](N[Si](C)(C)C)(C)C,TOX5395,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C[Si](C)(C)N[Si](C)(C)C,TOX5395,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
[Si](C)(C)(C)N[Si](C)(C)C,TOX5395,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,TOX25538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
N(CCn1c(nnn1)SCC1=C(C(O)=O)N2C(=O)[C@@H](NC(Cc3csc(N)n3)=O)[C@H]2SC1)(C)C,TOX25538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
c1(nc(N)sc1)CC(N[C@@H]1C(=O)N2[C@@H]1SCC(CSc1nnnn1CCN(C)C)=C2C(=O)O)=O,TOX25538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
n1nn(CCN(C)C)c(n1)SCC1=C(C(=O)O)N2C([C@@H](NC(Cc3nc(N)sc3)=O)[C@H]2SC1)=O,TOX25538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
C/C(=N\NC(=O)Nc1cc(F)cc(F)c1)c1ncccc1C(=O)[O-],TOX12375,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1nc(/C(C)=N/NC(Nc2cc(cc(c2)F)F)=O)c(cc1)C(=O)[O-],TOX12375,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1(F)cc(NC(=O)N/N=C(\C)c2ncccc2C(=O)[O-])cc(c1)F,TOX12375,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1c(cc(F)cc1F)NC(N/N=C(\C)c1ncccc1C(=O)[O-])=O,TOX12375,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,TOX12372,0.0,0.0,0.0,,,,,1.0,,0.0,,
c1(C2(OCC(O2)C)Cn2cncn2)ccc(Oc2ccc(Cl)cc2)cc1Cl,TOX12372,0.0,0.0,0.0,,,,,1.0,,0.0,,
c1c(Cl)ccc(c1)Oc1ccc(C2(Cn3ncnc3)OC(CO2)C)c(Cl)c1,TOX12372,0.0,0.0,0.0,,,,,1.0,,0.0,,
c1cc(C2(Cn3cncn3)OC(CO2)C)c(cc1Oc1ccc(Cl)cc1)Cl,TOX12372,0.0,0.0,0.0,,,,,1.0,,0.0,,
CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,TOX25533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1cc2c(cc1)cccc2CC(CC1OCCC1)C(OCCN(CC)CC)=O,TOX25533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1(CC(C(=O)OCCN(CC)CC)CC2CCCO2)cccc2ccccc12,TOX25533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1cc2cccc(CC(C(=O)OCCN(CC)CC)CC3CCCO3)c2cc1,TOX25533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,TOX25530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=S1(c2sc(cc2[C@H](C[C@@H]1C)NCC)S(N)(=O)=O)=O,TOX25530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(N[C@H]1C[C@H](C)S(=O)(c2sc(cc12)S(N)(=O)=O)=O)C,TOX25530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c12sc(cc1[C@@H](NCC)C[C@H](C)S2(=O)=O)S(=O)(N)=O,TOX25530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,TOX25536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1cccnc1C(c1ccccc1)(C(N)=O)CCN(C(C)C)C(C)C,TOX25536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1ccc(cc1)C(c1ccccn1)(C(=O)N)CCN(C(C)C)C(C)C,TOX25536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(C(c1ccccc1)(c1ncccc1)CCN(C(C)C)C(C)C)=O,TOX25536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,TOX25534,1.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0
[C@@H]1(F)C2=CC(C=C[C@]2(C)[C@H]2[C@H](C[C@]3(C)[C@]4([C@H](OC(C)(C)O4)C[C@H]3[C@@H]2C1)C(=O)CO)O)=O,TOX25534,1.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0
C1=C[C@]2(C(=CC1=O)[C@H](C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2([C@@]3(OC(C)(C)O[C@@H]3C[C@H]21)C(CO)=O)C)F)C,TOX25534,1.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0
O[C@@H]1[C@@H]2[C@@]3(C)C=CC(=O)C=C3[C@H](C[C@H]2[C@@H]2C[C@@H]3[C@]([C@]2(C1)C)(OC(O3)(C)C)C(=O)CO)F,TOX25534,1.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0
CSC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)SC)c1CC(C)C,TOX12379,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
c1(c(C(=O)SC)c(CC(C)C)c(c(C(F)(F)F)n1)C(SC)=O)C(F)F,TOX12379,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
c1(C(F)F)c(c(c(C(=O)SC)c(C(F)(F)F)n1)CC(C)C)C(=O)SC,TOX12379,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
S(C)C(c1c(nc(C(F)F)c(c1CC(C)C)C(=O)SC)C(F)(F)F)=O,TOX12379,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
O=C(O)/C=C(\CC(=O)O)C(=O)O,TOX28632,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(/C(=C\C(O)=O)C(O)=O)C(O)=O,TOX28632,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(/C(CC(O)=O)=C/C(=O)O)(=O)O,TOX28632,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(/C=C(/C(=O)O)CC(O)=O)O,TOX28632,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCCCCCCCCCCCC(=O)O[C@@H]1CC(C)=C(/C=C/C(C)=C/C=C/C(C)=C/C=C\C=C(C)\C=C\C=C(C)\C=C\C2=C(C)C[C@@H](OC(=O)CCCCCCCCCCCCCCC)CC2(C)C)C(C)(C)C1,TOX28633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
C(CCCCCCCCCCC(=O)O[C@H]1CC(C)(C)C(/C=C/C(=C/C=C/C(=C/C=C\C=C(C)\C=C\C=C(\C=C\C2C(C[C@@H](CC=2C)OC(=O)CCCCCCCCCCCCCCC)(C)C)C)C)C)=C(C)C1)CCCC,TOX28633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
C(/C=C/C=C(/C=C/C1=C(C)C[C@H](CC1(C)C)OC(=O)CCCCCCCCCCCCCCC)C)(C)=C\C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](OC(CCCCCCCCCCCCCCC)=O)CC1(C)C,TOX28633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
C(CCCCCCCC(=O)O[C@@H]1CC(=C(C(C)(C)C1)/C=C/C(C)=C/C=C/C(C)=C/C=C\C=C(\C=C\C=C(\C=C\C1C(C)(C)C[C@@H](CC=1C)OC(=O)CCCCCCCCCCCCCCC)C)C)C)CCCCCCC,TOX28633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)CO,TOX28630,,,,,,,,0.0,,0.0,,
C(=O)([C@@H](O)[C@H](O)[C@H](CO)O)CO,TOX28630,,,,,,,,0.0,,0.0,,
O[C@H]([C@@H](O)[C@H](O)C(CO)=O)CO,TOX28630,,,,,,,,0.0,,0.0,,
[C@@H](CO)(O)[C@H]([C@@H](C(CO)=O)O)O,TOX28630,,,,,,,,0.0,,0.0,,
CNCC(=O)c1ccc(O)c(O)c1,TOX28636,,,,,,,,0.0,,0.0,,
c1cc(cc(O)c1O)C(=O)CNC,TOX28636,,,,,,,,0.0,,0.0,,
Oc1ccc(C(=O)CNC)cc1O,TOX28636,,,,,,,,0.0,,0.0,,
c1c(O)c(O)cc(c1)C(CNC)=O,TOX28636,,,,,,,,0.0,,0.0,,
CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C[C@@H]12,TOX3568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C1[C@]2(O)[C@H]([C@@H](C(=C1C(NCN1CCCC1)=O)O)N(C)C)CC1[C@@](c3cccc(O)c3C(C1=C2O)=O)(O)C,TOX3568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1cc2[C@](C3C[C@H]4[C@@H](C(O)=C(C(NCN5CCCC5)=O)C(=O)[C@]4(C(O)=C3C(=O)c2c(c1)O)O)N(C)C)(O)C,TOX3568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OC1=C(C([C@]2(C(O)=C3C([C@](O)(c4cccc(c4C3=O)O)C)C[C@H]2[C@@H]1N(C)C)O)=O)C(NCN1CCCC1)=O,TOX3568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,TOX28634,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,
c1cccc(C2=NCCN(c3ccc(Cl)cc32)C)c1,TOX28634,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,
c1cc2c(cc1Cl)C(c1ccccc1)=NCCN2C,TOX28634,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,
c1cc2c(C(=NCCN2C)c2ccccc2)cc1Cl,TOX28634,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,TOX3565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
c1[nH]c2c(c1CCN(C)C)cc(Cn1ncnc1)cc2,TOX3565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CN(CCc1c[nH]c2ccc(cc12)Cn1cncn1)C,TOX3565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
n1cnn(Cc2cc3c(cc2)[nH]cc3CCN(C)C)c1,TOX3565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CCCCC(=O)[O-],TOX28635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
C(CC([O-])=O)CC,TOX28635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
C(CCC(=O)[O-])C,TOX28635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
C(CCCC)([O-])=O,TOX28635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CCCCCCCCCCCCCC(=O)OC,TOX7019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(CCCCC(OC)=O)CCCCCCCC,TOX7019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(OC)CCCCCCCCCCCCC,TOX7019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(CCCCCCCCCCC)CC(=O)OC,TOX7019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nc1ccncc1N,TOX26715,,,,,,,,0.0,,0.0,,
c1cncc(N)c1N,TOX26715,,,,,,,,0.0,,0.0,,
c1ncc(c(c1)N)N,TOX26715,,,,,,,,0.0,,0.0,,
Nc1ccncc1N,TOX26715,,,,,,,,0.0,,0.0,,
CCCCCCC(C)O,TOX7014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(CCCCCC)(O)C,TOX7014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(CCCCC(C)O)C,TOX7014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(CCCC)CC(C)O,TOX7014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(CC=O)C(C)(C)CCC1,TOX27088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1(C)=C(C(CCC1)(C)C)CC=O,TOX27088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1C(C)=C(C(CC1)(C)C)CC=O,TOX27088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(C=O)C1=C(CCCC1(C)C)C,TOX27088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCCNCCNCCN,TOX3702,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(NCCN)CNCCN,TOX3702,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N(CCN)CCNCCN,TOX3702,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(CNCCNCCN)N,TOX3702,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,TOX3706,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,1.0
C1[C@@]23[C@H](O3)C(=C(C#N)C[C@@]2([C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]2C1)C)O,TOX3706,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,1.0
O1[C@H]2[C@@]31[C@@]([C@@H]1[C@H]([C@@H]4CC[C@@H]([C@@]4(C)CC1)O)CC3)(CC(C#N)=C2O)C,TOX3706,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,1.0
C1[C@H](O)[C@]2(CC[C@@H]3[C@]4(C)[C@@]5(CC[C@H]3[C@@H]2C1)[C@H](O5)C(=C(C#N)C4)O)C,TOX3706,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,1.0
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,TOX4280,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
c1c(ccc(C2(Cn3ncnc3)OCC(CCC)O2)c1Cl)Cl,TOX4280,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
n1n(CC2(c3c(cc(Cl)cc3)Cl)OCC(CCC)O2)cnc1,TOX4280,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
c1ncn(n1)CC1(OC(CCC)CO1)c1ccc(cc1Cl)Cl,TOX4280,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
COCC(C)O,TOX4284,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(COC)O,TOX4284,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(C(O)C)OC,TOX4284,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(O)COC,TOX4284,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1ccc2c(c1)Oc1ccccc1S2,TOX4937,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
O1c2ccccc2Sc2c1cccc2,TOX4937,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
c1cccc2Sc3c(cccc3)Oc21,TOX4937,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
c1c2Oc3ccccc3Sc2ccc1,TOX4937,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,TOX4287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(C)c1cc(c(C2=NC(C(C)C)(C)C(=O)N2)nc1)C(O)=O,TOX4287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
